,Unnamed: 0,Pmid,Sentences,COMPOUND,PHENOTYPE,Has Match,Cause Match,Effect Match,Verb Match,Ontology ID,Ontology term,CID,compound_name,compound_name_final,lemma_verb
1054,12778,32668640,"Many drugs can cause immune-mediated thrombocytopenia, but the most commonly implicated are abciximab, carbamazepine, ceftriaxone, eptifibatide, heparin, ibuprofen, mirtazapine, oxaliplatin, penicillin, quinine, quinidine, rifampicin, suramin, tirofiban, trimethoprim-sulfamethoxazole, and vancomycin.","['abciximab', 'carbamazepine', 'ceftriaxone', 'eptifibatide', 'heparin', 'ibuprofen', 'mirtazapine', 'oxaliplatin', 'penicillin', 'quinine', 'quinidine', 'rifampicin', 'suramin', 'tirofiban', 'trimethoprim-sulfamethoxazole', 'vancomycin']",['immune-mediated thrombocytopenia'],True,quinidine,immune-mediated thrombocytopenia,cause,C0242584,Immune thrombocytopenia,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",quinidine,cause
1055,12778,32668640,"Many drugs can cause immune-mediated thrombocytopenia, but the most commonly implicated are abciximab, carbamazepine, ceftriaxone, eptifibatide, heparin, ibuprofen, mirtazapine, oxaliplatin, penicillin, quinine, quinidine, rifampicin, suramin, tirofiban, trimethoprim-sulfamethoxazole, and vancomycin.","['abciximab', 'carbamazepine', 'ceftriaxone', 'eptifibatide', 'heparin', 'ibuprofen', 'mirtazapine', 'oxaliplatin', 'penicillin', 'quinine', 'quinidine', 'rifampicin', 'suramin', 'tirofiban', 'trimethoprim-sulfamethoxazole', 'vancomycin']",['immune-mediated thrombocytopenia'],True,rifampicin,immune-mediated thrombocytopenia,cause,C0242584,Immune thrombocytopenia,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",rifampicin,cause
1056,12778,32668640,"Many drugs can cause immune-mediated thrombocytopenia, but the most commonly implicated are abciximab, carbamazepine, ceftriaxone, eptifibatide, heparin, ibuprofen, mirtazapine, oxaliplatin, penicillin, quinine, quinidine, rifampicin, suramin, tirofiban, trimethoprim-sulfamethoxazole, and vancomycin.","['abciximab', 'carbamazepine', 'ceftriaxone', 'eptifibatide', 'heparin', 'ibuprofen', 'mirtazapine', 'oxaliplatin', 'penicillin', 'quinine', 'quinidine', 'rifampicin', 'suramin', 'tirofiban', 'trimethoprim-sulfamethoxazole', 'vancomycin']",['immune-mediated thrombocytopenia'],True,suramin,immune-mediated thrombocytopenia,cause,C0242584,Immune thrombocytopenia,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",suramin,cause
1057,12778,32668640,"Many drugs can cause immune-mediated thrombocytopenia, but the most commonly implicated are abciximab, carbamazepine, ceftriaxone, eptifibatide, heparin, ibuprofen, mirtazapine, oxaliplatin, penicillin, quinine, quinidine, rifampicin, suramin, tirofiban, trimethoprim-sulfamethoxazole, and vancomycin.","['abciximab', 'carbamazepine', 'ceftriaxone', 'eptifibatide', 'heparin', 'ibuprofen', 'mirtazapine', 'oxaliplatin', 'penicillin', 'quinine', 'quinidine', 'rifampicin', 'suramin', 'tirofiban', 'trimethoprim-sulfamethoxazole', 'vancomycin']",['immune-mediated thrombocytopenia'],True,tirofiban,immune-mediated thrombocytopenia,cause,C0242584,Immune thrombocytopenia,60947,(2S)-2-(butylsulfonylamino)-3-[4-(4-piperidin-4-ylbutoxy)phenyl]propanoic acid,(2S)-2-(butylsulfonylamino)-3-[4-(4-piperidin-4-ylbutoxy)phenyl]propanoic acid,cause
1058,12778,32668640,"Many drugs can cause immune-mediated thrombocytopenia, but the most commonly implicated are abciximab, carbamazepine, ceftriaxone, eptifibatide, heparin, ibuprofen, mirtazapine, oxaliplatin, penicillin, quinine, quinidine, rifampicin, suramin, tirofiban, trimethoprim-sulfamethoxazole, and vancomycin.","['abciximab', 'carbamazepine', 'ceftriaxone', 'eptifibatide', 'heparin', 'ibuprofen', 'mirtazapine', 'oxaliplatin', 'penicillin', 'quinine', 'quinidine', 'rifampicin', 'suramin', 'tirofiban', 'trimethoprim-sulfamethoxazole', 'vancomycin']",['immune-mediated thrombocytopenia'],True,trimethoprim-sulfamethoxazole,immune-mediated thrombocytopenia,cause,C0242584,Immune thrombocytopenia,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",trimethoprim-sulfamethoxazole,cause
1059,12778,32668640,"Many drugs can cause immune-mediated thrombocytopenia, but the most commonly implicated are abciximab, carbamazepine, ceftriaxone, eptifibatide, heparin, ibuprofen, mirtazapine, oxaliplatin, penicillin, quinine, quinidine, rifampicin, suramin, tirofiban, trimethoprim-sulfamethoxazole, and vancomycin.","['abciximab', 'carbamazepine', 'ceftriaxone', 'eptifibatide', 'heparin', 'ibuprofen', 'mirtazapine', 'oxaliplatin', 'penicillin', 'quinine', 'quinidine', 'rifampicin', 'suramin', 'tirofiban', 'trimethoprim-sulfamethoxazole', 'vancomycin']",['immune-mediated thrombocytopenia'],True,vancomycin,immune-mediated thrombocytopenia,cause,C0242584,Immune thrombocytopenia,14969,"(1S,2R,18R,19R,22S,25R,28R,40S)-48-[(2S,3R,4S,5S,6R)-3-[(2S,4S,5S,6S)-4-amino-5-hydroxy-4,6-dimethyloxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-22-(2-amino-2-oxoethyl)-5,15-dichloro-2,18,32,35,37-pentahydroxy-19-[[(2R)-4-methyl-2-(methylamino)pentanoyl]amino]-20,23,26,42,44-pentaoxo-7,13-dioxa-21,24,27,41,43-pentazaoctacyclo[26.14.2.23,6.214,17.18,12.129,33.010,25.034,39]pentaconta-3,5,8(48),9,11,14,16,29(45),30,32,34(39),35,37,46,49-pentadecaene-40-carboxylic acid","(1S,2R,18R,19R,22S,25R,28R,40S)-48-[(2S,3R,4S,5S,6R)-3-[(2S,4S,5S,6S)-4-amino-5-hydroxy-4,6-dimethyloxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-22-(2-amino-2-oxoethyl)-5,15-dichloro-2,18,32,35,37-pentahydroxy-19-[[(2R)-4-methyl-2-(methylamino)pentanoyl]amino]-20,23,26,42,44-pentaoxo-7,13-dioxa-21,24,27,41,43-pentazaoctacyclo[26.14.2.23,6.214,17.18,12.129,33.010,25.034,39]pentaconta-3,5,8(48),9,11,14,16,29(45),30,32,34(39),35,37,46,49-pentadecaene-40-carboxylic acid",cause
1060,12793,31877725,"Consistent  with their different binding epitopes, a combination of TFV-1 and AP2 did not induce FcγRIIa-mediated activation of the ITAM-Syk-PLCγ2 pathway and platelet aggregation, in contrast to the clinical antithrombotics, abciximab, eptifibatide, and disintegrin TFV-3.","['abciximab', 'eptifibatide', 'disintegrin']",['platelet aggregation'],True,abciximab,platelet aggregation,induce,C0541767,Abnormal platelet aggregation,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",abciximab,induce
1061,12793,31877725,"Consistent  with their different binding epitopes, a combination of TFV-1 and AP2 did not induce FcγRIIa-mediated activation of the ITAM-Syk-PLCγ2 pathway and platelet aggregation, in contrast to the clinical antithrombotics, abciximab, eptifibatide, and disintegrin TFV-3.","['abciximab', 'eptifibatide', 'disintegrin']",['platelet aggregation'],True,eptifibatide,platelet aggregation,induce,C0541767,Abnormal platelet aggregation,448812,Eptifibatide,Eptifibatide,induce
1062,12793,31877725,"Consistent  with their different binding epitopes, a combination of TFV-1 and AP2 did not induce FcγRIIa-mediated activation of the ITAM-Syk-PLCγ2 pathway and platelet aggregation, in contrast to the clinical antithrombotics, abciximab, eptifibatide, and disintegrin TFV-3.","['abciximab', 'eptifibatide', 'disintegrin']",['platelet aggregation'],True,disintegrin,platelet aggregation,induce,C0541767,Abnormal platelet aggregation,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",disintegrin,induce
1063,12802,31766977,"Eptifibatide bolus plus clopidogrel, but not CTIC, significantly inhibited platelet aggregation induced by thrombin-receptor activating peptide.","['Eptifibatide bolus', 'clopidogrel']",['platelet aggregation'],True,Eptifibatide bolus,platelet aggregation,inhibited,C0541767,Abnormal platelet aggregation,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",Eptifibatide bolus,inhibit
1064,12802,31766977,"Eptifibatide bolus plus clopidogrel, but not CTIC, significantly inhibited platelet aggregation induced by thrombin-receptor activating peptide.","['Eptifibatide bolus', 'clopidogrel']",['platelet aggregation'],True,clopidogrel,platelet aggregation,inhibited,C0541767,Abnormal platelet aggregation,60606,"methyl (2S)-2-(2-chlorophenyl)-2-(6,7-dihydro-4H-thieno[3,2-c]pyridin-5-yl)acetate","methyl (2S)-2-(2-chlorophenyl)-2-(6,7-dihydro-4H-thieno[3,2-c]pyridin-5-yl)acetate",inhibit
1065,12816,31197974,The dosage of eptifibatide recommended on the label for whites can effectively inhibit platelet aggregation.,['eptifibatide'],['platelet aggregation'],True,eptifibatide,platelet aggregation,inhibit,C0541767,Abnormal platelet aggregation,448812,Eptifibatide,Eptifibatide,inhibit
1066,12819,31175488,"LPS causes hemolysis, schistocyte formation, and red cell membrane weakening in rats.",['LPS'],"['hemolysis', 'schistocyte formation', 'red cell membrane weakening']",True,LPS,hemolysis,causes,C0002878,Increased hemolysis,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",LPS,cause
1067,12819,31175488,"LPS causes hemolysis, schistocyte formation, and red cell membrane weakening in rats.",['LPS'],"['hemolysis', 'schistocyte formation', 'red cell membrane weakening']",True,LPS,schistocyte formation,causes,C0002878,Increased hemolysis,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",LPS,cause
1068,12854,34109517,  Acute ethanol intoxication increases the risk of sepsis and aggravates the symptoms of sepsis and lung injury.,['ethanol'],"['sepsis', 'aggravates the symptoms of sepsis', 'lung injury']",True,ethanol,sepsis,increases,C0036690,Infection in blood stream,702,Ethanol,Ethanol,increase
1069,12854,34109517,  Acute ethanol intoxication increases the risk of sepsis and aggravates the symptoms of sepsis and lung injury.,['ethanol'],"['sepsis', 'aggravates the symptoms of sepsis', 'lung injury']",True,ethanol,aggravates the symptoms of sepsis,increases,C0036690,Infection in blood stream,702,Ethanol,Ethanol,increase
1070,12855,34109517,"Therefore, this study aimed to explore whether sphingosine kinase 1 (SphK1)/sphingosine-1-phosphate (S1P)/S1P receptor 1 (S1PR1) signaling pathway functions in lung injury caused by acute ethanol intoxication-enhanced sepsis, as well as its underlying mechanism.",['ethanol'],['sepsis'],True,ethanol,sepsis,caused,C0036690,Infection in blood stream,702,Ethanol,Ethanol,cause
1071,12858,34109517,PF-543 alleviated lung injury caused by sepsis in acute ethanol intoxication rats by suppressing the SphK1/S1P/S1PR1 signaling pathway.,['ethanol'],"['lung injury', 'sepsis', 'suppressing the SphK1/S1P/S1PR1 signaling pathway']",True,ethanol,sepsis,caused,C0036690,Infection in blood stream,702,Ethanol,Ethanol,cause
1072,12903,29439513,"In animal models, the severely hemorrhagic toxicity of D. acutus and A. halys venom was almost fully inhibited after administration of varespladib.",['varespladib'],['hemorrhagic'],True,varespladib,hemorrhagic,inhibited,C1458140,Abnormal bleeding,155815,Varespladib,Varespladib,inhibit
1073,12910,25820137,"Treatment with either  indomethacin (to inhibit cyclooxygenase-dependent eicosanoid production) or varespladib (which inhibited eicosanoid production) triggered acute hypertension  in Mmp2(-/-) mice, revealing their reliance on eicosanoids for blood pressure homeostasis.","['indomethacin', 'varespladib']","['acute hypertension  ', 'blood pressure homeostasis']",True,indomethacin,acute hypertension  ,triggered,C0020538,Systemic hypertension,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",indomethacin,trigger
1074,12910,25820137,"Treatment with either  indomethacin (to inhibit cyclooxygenase-dependent eicosanoid production) or varespladib (which inhibited eicosanoid production) triggered acute hypertension  in Mmp2(-/-) mice, revealing their reliance on eicosanoids for blood pressure homeostasis.","['indomethacin', 'varespladib']","['acute hypertension  ', 'blood pressure homeostasis']",True,varespladib,acute hypertension  ,triggered,C0020538,Systemic hypertension,155815,Varespladib,Varespladib,trigger
1075,12918,23349189,"  OBJECTIVE: Several secreted phospholipases A2 (sPLA2s), including group IIA, III, V, and X, have been linked to the development of atherosclerosis, which led to the clinical testing of A-002 (varespladib), a broad sPLA2 inhibitor for the treatment of coronary artery disease.",['A-002'],"['atherosclerosis', 'coronary artery disease']",True,A-002,atherosclerosis,linked,C0004153,Narrowing and hardening of arteries,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",A-002,link
1076,12918,23349189,"  OBJECTIVE: Several secreted phospholipases A2 (sPLA2s), including group IIA, III, V, and X, have been linked to the development of atherosclerosis, which led to the clinical testing of A-002 (varespladib), a broad sPLA2 inhibitor for the treatment of coronary artery disease.",['A-002'],"['atherosclerosis', 'coronary artery disease']",True,A-002,coronary artery disease,linked,C1956346,Coronary disease,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",A-002,link
1077,12918,23349189,"  OBJECTIVE: Several secreted phospholipases A2 (sPLA2s), including group IIA, III, V, and X, have been linked to the development of atherosclerosis, which led to the clinical testing of A-002 (varespladib), a broad sPLA2 inhibitor for the treatment of coronary artery disease.",['A-002'],"['atherosclerosis', 'coronary artery disease']",True,A-002,coronary artery disease,led,C1956346,Coronary disease,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",A-002,lead
1078,12934,21081550,"Varespladib  methyl treatment resulted in statistically significant dose-dependent reductions  that were different from placebo in sPLA(2) concentration, low-density lipoprotein (LDL) cholesterol, and non-high-density lipoprotein (HDL) cholesterol.","['Varespladib', 'LDL', 'cholesterol', 'HDL']",['low-density lipoprotein'],True,Varespladib,low-density lipoprotein,resulted,C1956346,Coronary disease,155815,Varespladib,Varespladib,result
1079,12967,15467263,"Combined intraductal injection of sodium taurocholate (5 mg/rat) and porcine pancreatic sPLA2-IB (300 microg/rat) caused severe hemorrhagic necrotizing pancreatitis resulting in high mortality, along with rapid increases  of catalytic PLA2 and lipase activities in plasma and ascites and with gradual increases of plasma amylase and aspartate aminotransferase levels over 9 h after  the pancreatitis.",['sodium taurocholate'],"['severe hemorrhagic necrotizing pancreatitis', 'high mortality', 'ascites', 'increases of plasma amylase and aspartate aminotransferase levels', 'pancreatitis']",True,sodium taurocholate,ascites,caused,C0003962,Ascites,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",sodium taurocholate,cause
1080,12967,15467263,"Combined intraductal injection of sodium taurocholate (5 mg/rat) and porcine pancreatic sPLA2-IB (300 microg/rat) caused severe hemorrhagic necrotizing pancreatitis resulting in high mortality, along with rapid increases  of catalytic PLA2 and lipase activities in plasma and ascites and with gradual increases of plasma amylase and aspartate aminotransferase levels over 9 h after  the pancreatitis.",['sodium taurocholate'],"['severe hemorrhagic necrotizing pancreatitis', 'high mortality', 'ascites', 'increases of plasma amylase and aspartate aminotransferase levels', 'pancreatitis']",True,sodium taurocholate,increases of plasma amylase and aspartate aminotransferase levels,caused,C0151904,Aspartate aminotransferase increased,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",sodium taurocholate,cause
1081,12967,15467263,"Combined intraductal injection of sodium taurocholate (5 mg/rat) and porcine pancreatic sPLA2-IB (300 microg/rat) caused severe hemorrhagic necrotizing pancreatitis resulting in high mortality, along with rapid increases  of catalytic PLA2 and lipase activities in plasma and ascites and with gradual increases of plasma amylase and aspartate aminotransferase levels over 9 h after  the pancreatitis.",['sodium taurocholate'],"['severe hemorrhagic necrotizing pancreatitis', 'high mortality', 'ascites', 'increases of plasma amylase and aspartate aminotransferase levels', 'pancreatitis']",True,sodium taurocholate,pancreatitis,caused,C0030305,Pancreatitis,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",sodium taurocholate,cause
1082,13000,30443714,"In addition, dicoumarol inhibited also the Mrp1-mediated export of GSSG during menadione-induced oxidative stress and the export of the GSH-bimane-conjugate (GS-B) that had been generated in the cells after exposure to monochlorobimane.","['dicoumarol', 'GSSG', 'monochlorobimane']",['oxidative stress'],True,dicoumarol,oxidative stress,inhibited,C0242606,Oxidative stress,54676038,Dicumarol,Dicumarol,inhibit
1083,13000,30443714,"In addition, dicoumarol inhibited also the Mrp1-mediated export of GSSG during menadione-induced oxidative stress and the export of the GSH-bimane-conjugate (GS-B) that had been generated in the cells after exposure to monochlorobimane.","['dicoumarol', 'GSSG', 'monochlorobimane']",['oxidative stress'],True,GSSG,oxidative stress,inhibited,C0242606,Oxidative stress,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",GSSG,inhibit
1084,13000,30443714,"In addition, dicoumarol inhibited also the Mrp1-mediated export of GSSG during menadione-induced oxidative stress and the export of the GSH-bimane-conjugate (GS-B) that had been generated in the cells after exposure to monochlorobimane.","['dicoumarol', 'GSSG', 'monochlorobimane']",['oxidative stress'],True,monochlorobimane,oxidative stress,inhibited,C0242606,Oxidative stress,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",monochlorobimane,inhibit
1085,13028,26971361," CONCLUSIONS: The presence of a high thrombotic or haemorrhagic risk and the failure of previous dicoumarin therapy lead to choosing a new oral anticoagulant  in patients with non-valvular atrial fibrillation, while kidney failure, cognitive impairment, good control with dicoumarins, and a low bleeding risk predispose to selecting a classic dicoumarin anticoagulant.",['dicoumarins'],"['failure of previous dicoumarin therapy', 'kidney failure']",True,dicoumarins,kidney failure,lead,C0022660,Acute kidney failure,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",dicoumarins,lead
1086,13030,26969764,"In detail, miltirone induced direct mitochondrial damage, including significant decrease of mitochondrial ROS, MMP, mass and increase of intracellular ROS and Ca(2+).",['miltirone'],"['decrease of mitochondrial ROS', 'increase of intracellular ROS and Ca(2']",True,miltirone,decrease of mitochondrial ROS,induced,C0887941,Mitochondrial inheritance,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",miltirone,induce
1087,13030,26969764,"In detail, miltirone induced direct mitochondrial damage, including significant decrease of mitochondrial ROS, MMP, mass and increase of intracellular ROS and Ca(2+).",['miltirone'],"['decrease of mitochondrial ROS', 'increase of intracellular ROS and Ca(2']",True,miltirone,increase of intracellular ROS,induced,C4025593,Increased intracellular sodium,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",miltirone,induce
1088,13034,26838129,"Additionally, changes in global  stability due to polymorphisms and ligand binding are linked to the dynamics of the dimer interface, whereas the low activity and affinity for FAD in p.P187S is  caused by increased fluctuations at the FAD binding site.","['FAD', 'FAD']","['ligand binding', 'increased fluctuations']",True,FAD,increased fluctuations,linked,C0231241,Fluctuating,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",FAD,link
1089,13034,26838129,"Additionally, changes in global  stability due to polymorphisms and ligand binding are linked to the dynamics of the dimer interface, whereas the low activity and affinity for FAD in p.P187S is  caused by increased fluctuations at the FAD binding site.","['FAD', 'FAD']","['ligand binding', 'increased fluctuations']",True,FAD,increased fluctuations,linked,C0231241,Fluctuating,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",FAD,link
1090,13034,26838129,"Additionally, changes in global  stability due to polymorphisms and ligand binding are linked to the dynamics of the dimer interface, whereas the low activity and affinity for FAD in p.P187S is  caused by increased fluctuations at the FAD binding site.","['FAD', 'FAD']","['ligand binding', 'increased fluctuations']",True,FAD,increased fluctuations,caused,C0231241,Fluctuating,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",FAD,cause
