Article.ID,edge,Correlation.KEs..BP.ES.,assay.method..EP.ES.BA.,assay_interp_twolevel,Cor_interp_threelevel,cor_assay,assay_value,cor_value,cor_assay_value,cor_assay_score
14967650,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,transporter changes-cholestasis,NEGATIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,transporter changes-cholestasis,NEGATIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967650,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,transporter changes-cholestasis,NEGATIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967650,transporter changes-cholestasis,NEGATIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,transporter changes-cholestasis,NEGATIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967650,transporter changes-cholestasis,NEGATIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,transporter changes-cholestasis,NEGATIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967650,transporter changes-cholestasis,NEGATIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967650,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967646,transporter changes-cholestasis,NEGATIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967646,transporter changes-cholestasis,NEGATIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967646,transporter changes-cholestasis,NEGATIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967646,transporter changes-cholestasis,NEGATIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967646,transporter changes-cholestasis,NEGATIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967646,transporter changes-cholestasis,NEGATIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967646,transporter changes-cholestasis,NEGATIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967646,transporter changes-cholestasis,NEGATIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967644,transporter changes-cholestasis,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967644,transporter changes-cholestasis,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967644,transporter changes-cholestasis,POSITIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967643,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967643,transporter changes-cholestasis,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967642,transporter changes-oxidative stress,NO CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-oxidative stress,NO CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-intracellular bile acid accumulation,NO CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-intracellular bile acid accumulation,NO CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-oxidative stress,POSITIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-oxidative stress,POSITIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-oxidative stress,NO CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-oxidative stress,NO CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-oxidative stress,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-cholestasis,NO CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-cholestasis,NO CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-oxidative stress,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-oxidative stress,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-oxidative stress,POSITIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-intracellular bile acid accumulation,POSITIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-cholestasis,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-cholestasis,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967642,transporter changes-cholestasis,POSITIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967630,transporter changes-cholestasis,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967630,transporter changes-cholestasis,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967630,transporter changes-cholestasis,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967630,transporter changes-inflammation,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967630,transporter changes-inflammation,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967630,transporter changes-inflammation,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967625,transporter changes-cholestasis,NEGATIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967625,transporter changes-cholestasis,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967625,transporter changes-cholestasis,NEGATIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967625,transporter changes-cholestasis,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967625,transporter changes-cholestasis,NEGATIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967625,transporter changes-cholestasis,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967624,transporter changes-oxidative stress,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967624,transporter changes-oxidative stress,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967624,transporter changes-oxidative stress,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967624,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967624,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967624,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967624,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967624,transporter changes-oxidative stress,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967598,transporter changes-cholestasis,POSITIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967598,transporter changes-cholestasis,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967598,transporter changes-cholestasis,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967598,transporter changes-oxidative stress,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967598,transporter changes-oxidative stress,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967598,transporter changes-oxidative stress,POSITIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967598,transporter changes-oxidative stress,POSITIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967598,transporter changes-oxidative stress,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967598,transporter changes-oxidative stress,POSITIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-cholestasis,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-cholestasis,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-cholestasis,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-cholestasis,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-cholestasis,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-cholestasis,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-cholestasis,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-cholestasis,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-cholestasis,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-cholestasis,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967593,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967591,transporter changes-cholestasis,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967591,transporter changes-cholestasis,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967591,transporter changes-cholestasis,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967591,transporter changes-cholestasis,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967588,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967587,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967587,transporter changes-cholestasis,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967587,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967587,transporter changes-cholestasis,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967587,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967587,transporter changes-cholestasis,POSITIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967586,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967586,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967586,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967586,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967586,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967586,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967579,transporter changes-mitochondrial impairment,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967579,transporter changes-mitochondrial impairment,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967579,transporter changes-mitochondrial impairment,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967579,transporter changes-mitochondrial impairment,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967579,transporter changes-oxidative stress,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967579,transporter changes-oxidative stress,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967579,transporter changes-oxidative stress,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967579,transporter changes-oxidative stress,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967577,transporter changes-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967577,transporter changes-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967577,transporter changes-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967577,transporter changes-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967577,transporter changes-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967577,transporter changes-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967577,transporter changes-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967577,transporter changes-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967577,transporter changes-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967577,transporter changes-cholestasis,POSITIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967564,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967564,transporter changes-cholestasis,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967564,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967564,transporter changes-cholestasis,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967564,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967564,transporter changes-cholestasis,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967564,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967564,transporter changes-cholestasis,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967564,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967564,transporter changes-cholestasis,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967564,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967564,transporter changes-cholestasis,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967564,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967564,transporter changes-cholestasis,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967564,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967564,transporter changes-cholestasis,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967549,transporter changes-cholestasis,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967549,transporter changes-cholestasis,POSITIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967549,transporter changes-cholestasis,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967549,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967549,transporter changes-cholestasis,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967549,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967547,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967547,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967547,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967547,transporter changes-cholestasis,NO CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967547,transporter changes-cholestasis,NO CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967547,transporter changes-cholestasis,NO CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967547,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967547,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967533,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967533,transporter changes-cholestasis,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967533,transporter changes-cholestasis,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967533,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967533,transporter changes-cholestasis,POSITIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967533,transporter changes-cholestasis,POSITIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967533,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967533,transporter changes-cholestasis,NEGATIVE CORRELATION, inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967531,transporter changes-cholestasis,NEGATIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967531,transporter changes-cholestasis,NEGATIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967531,transporter changes-cholestasis,NEGATIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967531,transporter changes-cholestasis,NEGATIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967531,transporter changes-cholestasis,NEGATIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967531,transporter changes-cholestasis,NEGATIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967531,transporter changes-cholestasis,NEGATIVE CORRELATION,inhibitor/inducer study,direct,neg,neg-direct,2,2,4,-4
14967530,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967530,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967530,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967530,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967530,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967530,transporter changes-cholestasis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967529,transporter changes-cholestasis,NEGATIVE CORRELATION,translational study,indirect,neg,neg-indirect,1,2,3,-3
14967526,transporter changes-intracellular bile acid accumulation,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967521,transporter changes-non_specified cell death,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967521,transporter changes-non_specified cell death,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967521,transporter changes-non_specified cell death,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967521,transporter changes-non_specified cell death,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967521,transporter changes-non_specified cell death,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967521,transporter changes-non_specified cell death,NEGATIVE CORRELATION,other,indirect,neg,neg-indirect,1,2,3,-3
14967519,transporter changes-inflammation,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967519,transporter changes-apoptosis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967519,transporter changes-inflammation,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967519,transporter changes-apoptosis,POSITIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967515,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967515,transporter changes-cholestasis,NEGATIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967515,transporter changes-cholestasis,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967515,transporter changes-cholestasis,NEGATIVE CORRELATION,Functional pathway analysis,indirect,neg,neg-indirect,1,2,3,-3
14967515,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967515,transporter changes-cholestasis,NEGATIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
14967515,transporter changes-cholestasis,NEGATIVE CORRELATION, other,indirect,neg,neg-indirect,1,2,3,-3
14967515,transporter changes-cholestasis,NEGATIVE CORRELATION,Functional pathway analysis,indirect,neg,neg-indirect,1,2,3,-3
14967515,transporter changes-cholestasis,NEGATIVE CORRELATION,transcriptional study,indirect,neg,neg-indirect,1,2,3,-3
14967515,transporter changes-cholestasis,NEGATIVE CORRELATION,  translational study,indirect,neg,neg-indirect,1,2,3,-3
